Original File Name:,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\data/PB-AAXXX-Admin_RA-run_1-2014_Aug_21_0915.csv,Time:,2014_Aug_21_0915,Parameter File:,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\T1000_Physio_Baseline_Schedule1.csv,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('IMAGE_ONSET', 3)]
trial_number,trial_type,event_code,absolute_time,response_time,response,result
51,0,3,172.665037511,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Nature_Flowers_Branch_of_pink_flowers_036768_.bmp
52,0,3,175.670049301,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/NE-England-Northumberland-Cherry-Blossom-Flower-01.bmp
53,0,3,178.674965583,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Nelumno_nucifera_open_flower_-_botanic_garden_adelaide2.bmp
54,0,3,181.663326905,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/opening-night-hybrid-tea-rose-flower-close-up_medium.bmp
55,0,3,184.668260007,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Orange-Rose-Flower-1280x720.bmp
56,0,3,187.673219054,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Orange_Cosmos_sulphureus.bmp
57,0,3,190.69494375,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Orange_Flowers_by_silent_phoenix4.bmp
58,0,3,193.666553963,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Oriental_poppy.bmp
59,0,3,196.671449717,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/P1210967.bmp
60,0,3,199.676478043,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/pale_yellow_flower_close_up.bmp
61,0,3,202.664715062,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/PASSION-VINE-flower.bmp
62,0,3,205.703054588,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/photo_9908927_148597_24283624_ap.bmp
63,0,3,208.674682477,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/pink-flowers-close-up_00433632.bmp
64,0,3,211.663067178,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Pink-Rose-hd-wallpaper-Flower.bmp
65,0,3,214.668048462,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Pink-tulip-flower-close-up-photography_1280x800.bmp
66,0,3,217.673110716,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/pink_gladiolus_flowers_close-up.bmp
67,0,3,220.694733915,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Prunus_serrulata_-_flowers_close-up.bmp
68,0,3,223.666358954,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/purple-strange-flowers-2359.bmp
69,0,3,226.671286924,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/PurpleFlowersCloseUpiPadWallpaperHD.bmp
70,0,3,229.676350888,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(1).bmp
71,0,3,232.664579353,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(10).bmp
72,0,3,235.669626211,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(128).bmp
73,0,3,238.674582407,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(129).bmp
74,0,3,241.662779226,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(143).bmp
75,0,3,244.684493658,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(155).bmp
76,0,3,247.689491478,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(163).bmp
77,0,3,250.694667487,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(18).bmp
78,0,3,253.666154822,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(19).bmp
79,0,3,256.704324998,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(20).bmp
80,0,3,259.676192942,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(22).bmp
81,0,3,262.681058476,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(23).bmp
82,0,3,265.669353084,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(24).bmp
83,0,3,268.674444133,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(25).bmp
84,0,3,271.696094702,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(27).bmp
85,0,3,274.667692941,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(28).bmp
86,0,3,277.672667098,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(36).bmp
87,0,3,280.66103954,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(37).bmp
88,0,3,283.666048479,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(41).bmp
89,0,3,286.670932544,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(5).bmp
90,0,3,289.67591896,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Slides(94).bmp
91,0,3,292.664351273,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Starr_030807-0081_Phaeomeria_magnifica.bmp
92,0,3,295.669238474,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/unique-beautiful-flowers-nature-hd-download-wallpaper-for-pc-free.bmp
93,0,3,298.674257962,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Unique-Flower-Of-The-World.bmp
94,0,3,301.695829843,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Unique-Flowers-Of-The-World.bmp
95,0,3,304.667547825,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Unique-Flowers-Picture.bmp
96,0,3,307.672602095,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Unique-Flowers-Wallpaper.bmp
97,0,3,310.660766413,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/wallpaper-5546.bmp
98,0,3,313.6658395,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/Wallpaper-cherry-blossom-flower-pink-branch-twig-close-up-pictures.bmp
99,0,3,316.670636609,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Baseline\media/White_and_pink_tulips_with_blue_sky_background.bmp
